job,seed,policy,bins,unplaced,utilisation,runtimeMs,nfpMs,scoreLoopsMs,apiMs
hard-17,2,contact,3,0,0.4674459639876543,659.0552000000025,627.3518190000323,1.432152000197675,0
hard-17,2,ga,3,0,0.4674459639876543,2063.743208000029,1942.1001629999373,4.012637000414543,0
hard-17,3,classic,3,0,0.4674459639876543,653.9403579999926,629.4606040000217,1.3095819998416118,0
hard-17,3,contact,3,0,0.4674459639876542,664.8164029999753,634.5429790000198,1.6719999999622814,0
hard-17,3,ga,3,0,0.4674459639876543,2255.364612000005,2133.0363820001367,4.530783000111114,0
hard-17,4,classic,3,0,0.4674459639876543,650.9489920000196,629.3894609999843,1.0408149999566376,0
hard-17,4,contact,3,0,0.4674459639876543,641.6442859999952,608.3770510000177,2.133340999833308,0
hard-17,4,ga,3,0,0.4674459639876543,2242.8419800000265,2135.439373000001,3.812790999945719,0
hard-17,5,classic,3,0,0.4674459639876543,687.6002199999639,662.3467550000059,0.8726460000034422,0
hard-17,5,contact,3,0,0.4674459639876543,689.5276939999894,655.053058999998,2.0799440001137555,0
hard-17,5,ga,3,0,0.4674459639876543,2205.6714059999795,2118.14828199998,3.0404829999315552,0
hard-18,1,classic,3,0,0.5439770162731481,1034.6318169999868,998.9582079999964,2.150085000146646,0
hard-18,1,contact,3,0,0.5439770162731482,1063.08566599997,1014.4716279999702,3.19359199993778,0
hard-18,1,ga,3,0,0.5439770162731482,2066.911040999985,1925.781721999927,5.160533999907784,0
hard-18,2,classic,3,0,0.5439770162731482,1036.0281209999812,994.7449999999953,2.5166500001214445,0
hard-18,2,contact,3,0,0.5439770162731481,1032.9904460000107,983.2191490000114,3.4342509999405593,0
hard-18,2,ga,3,0,0.5439770162731482,2737.0669869999983,2566.1319490000024,5.640577999758534,0
hard-18,3,classic,3,0,0.5439770162731482,995.1787730000215,957.9136980000185,2.0410850002081133,0
hard-18,3,contact,3,0,0.5439770162731482,1000.7995059999521,947.8639050000347,6.68759499990847,0
hard-18,3,ga,3,0,0.5439770162731481,2125.510451000009,2017.294792999979,4.602949000254739,0
hard-18,4,classic,3,0,0.5439770162731482,1060.2886529999669,1020.0712720000301,1.8704549999674782,0
hard-18,4,contact,3,0,0.5439770162731482,1063.7961670000223,1008.0089140000055,4.016602999996394,0
hard-18,4,ga,3,0,0.5439770162731482,2107.7855959999724,1995.9986299999873,5.18608000013046,0
hard-18,5,classic,3,0,0.5439770162731481,1049.3064610000001,1008.8039829999907,1.9457459999248385,0
